"PID","CHOSEN","GENDER","AGE","WORK","GRAD","DIET","STUDENT","MARRIED","DELIV","FACEBOOK","TWITTER","INSTA","INCOME","KIDS","ALONE","REGION","DENSIT","FREQ","SNOB","PRICE_STA","KNOWN_STA","TASTE_STA","AMB_STA","SPEED_STA","MENU_STA","APP_STA","ADV_STA","PRICE_DUN","KNOWN_DUN","TASTE_DUN","AMB_DUN","SPEED_DUN","MENU_DUN","APP_DUN","ADV_DUN","PRICE_PEET","KNOWN_PEET","TASTE_PEET","AMB_PEET","SPEED_PEET","MENU_PEET","APP_PEET","ADV_PEET","PRICE_CAR","KNOWN_CAR","TASTE_CAR","AMB_CAR","SPEED_CAR","MENU_CAR","APP_CAR","ADV_CAR","UNO"
117,2,1,20,2,1,2,2,3,1,1,2,1,2,2,2,1,1,1,3,5.76,1,3,4,4,4,5,4,2.26,1,5,3,3,4,4,2,5.75,1,4,4,5,5,2,4,5.02,1,1,5,2,4,2,5,1
118,2,2,55,1,2,1,1,2,2,1,1,1,1,1,2,1,3,2,1,5.19,1,2,5,3,4,3,2,3.19,1,2,5,4,4,5,4,4.04,1,3,4,2,3,3,4,4.64,1,5,4,5,3,1,3,1
119,4,2,53,1,2,1,1,1,1,2,2,2,2,2,2,3,2,2,3,5.21,1,3,4,4,3,4,4,3.27,1,3,2,1,3,4,2,5.58,2,3,3,3,3,3,2,4.38,1,4,4,2,3,1,2,1
120,2,1,47,2,2,1,1,3,1,1,2,1,2,1,2,3,1,2,1,5.43,1,3,5,2,4,5,4,2.58,1,4,2,2,5,5,3,4.86,1,3,4,3,2,4,3,3.03,2,3,3,2,4,5,1,1
121,3,2,45,1,1,1,1,1,1,2,1,1,3,2,2,1,2,2,2,4.94,1,5,5,3,4,5,4,2.25,2,4,4,4,4,4,2,5.06,1,5,4,1,5,1,3,4.84,1,4,4,4,4,3,5,1
122,2,1,72,1,2,1,1,1,1,2,2,2,2,1,2,3,1,1,2,5.84,1,3,3,4,3,4,3,2.96,1,5,5,2,2,3,4,4.55,2,5,3,4,4,2,4,4.7,1,5,5,4,3,1,3,1
123,4,1,38,2,2,1,1,1,1,2,2,2,2,2,1,3,1,1,2,5.42,1,4,4,3,4,1,1,1.2,1,2,3,2,4,2,5,6.19,1,3,3,3,4,3,4,4.52,1,5,4,5,4,2,3,1
124,2,1,49,1,2,4,2,1,1,1,2,2,1,2,2,1,1,1,2,5.79,1,2,4,3,4,2,4,3.22,1,1,5,3,4,1,1,5.37,1,3,4,1,3,3,4,4.66,1,3,3,5,3,5,3,1
125,1,1,27,3,1,1,3,2,2,2,2,2,2,2,1,2,3,1,2,5.74,1,5,3,3,3,5,2,3.17,2,4,5,3,4,4,3,5.24,1,3,2,3,1,3,3,4.09,1,4,3,4,2,2,3,1
126,1,2,37,2,2,1,1,2,2,1,2,2,2,1,2,4,1,1,2,5.05,1,4,5,1,3,4,4,2.5,1,3,5,2,4,5,1,4.52,1,1,2,2,4,4,5,3.38,2,3,1,3,4,2,3,1
127,4,1,58,2,3,2,1,2,1,1,2,2,1,1,2,2,2,1,2,4.98,1,4,2,2,3,4,3,2.87,1,2,4,4,3,5,3,4.22,2,4,3,4,3,4,3,3.86,1,5,5,4,5,4,3,1
128,1,1,64,1,2,1,1,1,1,2,2,1,2,1,2,4,1,1,1,5.46,1,4,5,4,3,3,4,3.69,1,3,4,5,2,3,4,4.67,1,3,1,2,4,2,2,5.07,2,4,1,4,3,3,3,1
129,3,1,59,1,3,1,1,2,1,1,1,1,2,2,2,2,1,2,2,4.99,1,5,2,1,3,2,3,3.13,1,5,3,3,5,3,3,5.18,1,3,5,5,2,4,3,3.67,2,3,4,2,2,5,4,1
130,1,2,47,1,2,4,1,2,1,1,1,1,3,1,2,1,1,1,1,5.14,1,5,3,3,3,3,1,3.81,1,3,4,3,5,3,3,6.08,1,1,4,4,4,5,3,5.15,2,2,3,2,5,1,4,1
131,2,2,67,2,3,4,2,2,2,2,2,1,2,1,2,4,1,2,3,6.01,1,5,4,1,2,3,4,2.55,1,5,4,4,1,5,2,5.42,1,2,4,2,4,3,4,5.07,1,5,4,5,2,5,3,1
132,4,2,28,1,3,1,1,2,2,1,2,1,2,2,1,3,1,1,2,6.05,1,5,5,1,5,5,3,2.69,1,5,4,4,1,3,2,4.44,2,4,1,5,3,3,2,3.97,1,3,3,5,5,4,2,1
133,2,2,45,1,2,1,1,2,2,1,1,2,1,1,1,4,2,2,2,6.42,1,3,5,3,4,3,3,3.01,1,4,4,3,4,4,4,4.61,2,4,2,4,3,3,5,5.36,1,5,4,3,4,5,3,1
134,2,2,35,2,2,1,1,2,1,1,2,2,3,1,2,3,1,2,3,5.63,1,4,4,4,5,3,3,3.64,1,4,5,1,4,3,3,4.85,2,3,4,4,3,3,3,5.18,2,4,3,4,3,3,3,1
135,2,1,19,1,1,1,3,2,2,2,2,1,2,2,2,2,1,1,4,5.47,2,4,3,2,3,2,3,3.3,2,3,1,2,4,5,5,5.98,1,4,4,3,5,4,3,4.16,1,5,3,3,4,5,3,1
136,4,2,38,3,1,1,1,2,2,2,1,1,3,1,2,1,2,2,3,5.4,1,4,4,4,5,1,2,3.12,1,3,4,3,4,4,2,4.5,2,5,5,3,3,3,3,3.9,1,5,4,3,3,3,3,1
137,4,2,54,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,3,5.45,1,4,3,5,3,3,1,2.75,1,3,4,3,4,4,2,5.24,2,5,3,4,3,4,2,4.18,2,4,4,4,5,3,2,1
138,2,2,54,2,1,1,1,2,2,1,2,2,1,1,2,3,3,2,2,4.61,1,4,5,3,3,4,3,3.15,1,4,1,3,4,3,4,5.47,1,2,5,2,2,3,2,4.18,1,4,4,3,3,4,1,1
139,2,2,69,1,2,4,1,1,2,1,2,1,2,2,2,4,1,2,2,5.35,1,2,3,4,3,5,1,3.05,1,4,4,3,2,2,5,4.46,2,2,4,3,4,5,3,5.17,2,5,4,3,3,3,2,1
140,2,1,72,3,1,4,1,2,1,1,2,2,2,1,1,3,3,1,1,5.9,1,1,3,4,3,1,2,2.38,1,3,3,4,2,4,3,5.18,1,3,3,3,4,4,2,3.9,1,2,3,3,4,3,3,1
141,2,1,36,1,2,1,1,1,2,1,1,2,1,2,2,4,2,1,2,5.31,1,4,4,1,3,4,4,3.75,1,5,4,4,5,4,2,4.97,1,3,2,2,4,4,3,4.11,2,3,5,5,4,3,2,1
142,2,1,32,3,2,1,1,2,2,1,2,1,2,1,2,3,2,2,2,4.92,1,4,3,3,3,1,3,2.88,1,5,3,5,4,4,3,5.19,2,3,5,2,2,2,3,4.25,2,2,4,4,5,5,2,1
143,2,1,45,1,2,4,1,2,1,1,1,1,3,2,2,4,1,2,3,5.08,1,4,2,4,5,5,3,3.29,1,3,5,5,2,5,3,4.51,2,3,4,4,3,3,5,5.03,1,4,4,2,1,1,3,1
144,2,1,41,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,5.26,1,4,3,1,3,3,2,3.78,1,5,4,3,3,1,5,4.92,1,3,4,4,4,4,1,4.48,2,4,4,4,4,3,2,1
145,2,2,51,2,2,1,2,1,1,1,2,1,2,1,2,4,2,2,2,4.84,1,1,3,5,3,4,4,3.01,2,4,3,4,5,3,4,4.9,2,4,4,4,3,3,3,3.55,1,4,4,1,4,5,3,1
146,3,1,59,2,1,4,1,2,1,1,2,1,3,1,2,4,2,1,4,5.6,1,2,4,3,4,4,3,2.67,1,3,4,5,3,3,4,4.8,2,4,5,4,3,5,4,4.38,1,5,4,5,1,2,4,1
147,1,1,70,2,2,1,1,3,1,2,1,2,3,1,1,2,1,2,2,5.74,2,4,5,1,1,5,3,2.81,1,4,2,1,4,4,2,6.05,2,4,3,3,2,4,2,4.13,2,4,4,2,2,3,1,1
148,1,1,37,1,3,1,1,1,2,1,2,1,3,2,2,1,1,2,2,5.7,1,3,4,5,4,4,3,2.89,1,2,3,1,1,2,5,5.36,2,4,3,2,2,1,4,4.15,2,4,3,5,2,2,3,1
149,2,1,55,1,1,1,1,2,1,1,1,1,2,1,2,3,3,2,3,6.01,1,2,3,3,5,4,3,3.38,1,4,4,1,2,1,2,4.39,1,5,2,1,3,3,1,3.84,1,3,4,3,3,3,3,1
150,3,2,72,3,1,1,2,2,2,1,2,1,2,1,1,3,2,1,4,5.72,1,5,2,5,5,3,2,3.42,1,3,3,4,1,3,4,5.32,2,3,4,4,2,2,4,5.02,1,2,5,2,2,3,3,1
151,2,2,22,1,3,1,2,1,1,1,1,1,2,2,2,2,3,1,3,5.39,1,5,5,1,5,1,2,2.84,1,5,4,4,4,4,3,4.97,2,5,2,2,5,3,1,4.1,2,4,4,2,3,2,2,1
152,1,1,35,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,5.64,1,4,3,4,3,3,3,2.75,1,5,2,4,2,3,5,4.51,2,4,5,4,4,1,3,4.35,2,3,4,4,4,5,1,1
153,2,1,44,2,3,1,1,1,2,1,2,1,1,1,2,3,1,2,3,5.12,1,5,5,3,4,5,5,2.74,1,3,3,4,4,1,4,4.89,1,3,4,3,3,5,4,4.74,2,2,3,5,4,1,3,1
154,4,1,58,3,3,1,2,1,1,2,1,2,1,1,2,1,2,2,4,4.91,1,4,4,3,5,2,2,2.33,1,4,4,2,4,1,3,4.44,1,2,5,3,3,4,3,4.33,2,4,5,4,4,1,2,1
155,2,1,48,2,1,3,1,1,1,2,1,1,2,1,2,1,1,2,3,5.39,1,2,5,4,2,3,2,2.19,1,4,3,3,4,3,4,5,1,4,3,2,4,5,2,4.75,1,4,4,2,4,4,3,1
156,2,1,28,1,2,1,1,1,1,1,2,1,1,2,2,4,3,2,3,5.24,1,4,4,4,3,2,2,3.3,1,3,5,3,3,3,2,5.05,1,2,3,3,3,5,1,5.05,2,1,5,5,1,4,4,1
157,2,2,46,1,1,1,1,2,1,1,1,1,2,2,2,3,3,1,3,5.85,1,4,4,5,1,5,3,2.95,2,3,3,3,4,4,2,5.08,1,4,1,1,4,4,3,5.29,1,5,3,3,3,4,4,1
158,2,1,18,2,1,1,2,3,2,1,2,1,2,2,1,3,1,1,4,5.03,1,3,3,5,5,2,5,3.83,1,5,3,3,1,4,1,5.2,1,3,4,5,3,3,4,4.03,2,3,4,5,3,2,5,1
159,1,1,24,1,1,1,2,1,1,2,2,1,2,2,2,4,1,1,3,5.23,1,4,3,5,4,2,1,2.13,1,1,4,3,5,4,2,5.61,1,2,5,4,1,1,5,4.12,2,2,4,2,4,3,3,1
160,2,1,63,1,3,1,1,3,2,1,2,1,2,2,2,2,2,1,3,6.81,1,4,5,1,5,3,5,3.24,1,4,5,4,5,4,4,4.3,1,5,3,4,3,3,3,4.33,2,4,4,3,4,5,3,1
161,1,1,57,1,3,2,1,2,1,2,1,1,3,1,2,4,1,1,3,4.95,1,4,5,3,3,2,2,3.75,2,3,4,4,5,1,3,4.8,1,3,4,1,3,4,3,5.03,1,5,2,5,3,4,3,1
162,2,1,52,3,1,1,1,2,1,2,1,2,2,1,2,2,3,1,1,5.76,1,3,1,3,3,5,2,2.47,1,4,2,3,5,3,3,5.36,1,5,5,3,2,3,2,4.55,2,3,5,3,4,3,2,1
163,3,2,66,1,3,1,3,2,1,2,2,1,2,1,2,4,1,1,3,5.83,1,2,4,3,3,3,1,3.18,1,3,4,1,4,4,4,4.98,2,4,5,4,4,3,4,4.74,1,3,3,1,5,3,1,1
164,2,1,30,1,1,1,1,2,1,1,2,1,3,1,1,4,2,2,1,6.06,1,3,2,2,5,3,4,2.95,1,3,4,3,4,4,2,5.03,2,3,4,2,3,2,3,5.06,2,3,3,2,1,2,3,1
165,3,1,33,1,2,1,1,2,2,1,2,1,2,2,2,4,3,1,1,5.96,1,3,4,5,2,2,5,3.31,1,3,4,4,5,4,3,4.96,2,4,2,3,3,1,5,4.97,1,3,4,4,3,5,2,1
166,2,1,45,1,2,1,1,2,1,1,1,2,1,2,2,4,2,1,2,5.25,1,1,5,3,3,4,4,1.99,1,3,5,2,4,3,1,5.12,1,3,5,4,2,2,2,3.82,2,3,3,4,4,3,2,1
167,2,2,50,1,3,1,1,1,1,1,1,1,1,2,2,4,1,1,3,5.54,1,3,5,1,3,2,4,3.83,1,5,2,3,4,5,4,5.44,1,4,2,5,3,2,4,4.52,2,5,3,3,5,2,1,1
168,1,1,54,1,2,4,1,1,1,2,2,1,1,1,2,4,2,1,1,4.58,1,3,4,5,3,4,5,2.83,1,5,4,3,3,4,4,5.75,2,3,4,4,2,5,3,4.1,2,4,5,3,3,3,2,1
169,2,1,66,2,2,4,1,1,1,1,2,2,2,2,2,1,1,1,2,5.79,1,4,5,3,4,4,2,3.14,1,3,4,5,4,5,4,5.02,1,3,4,3,2,3,5,5.01,1,4,4,5,2,2,4,1
170,2,1,25,1,2,1,1,1,2,1,1,1,1,2,2,4,1,2,2,5.04,1,5,1,1,3,5,3,3.94,1,4,3,3,4,4,5,5.65,2,5,3,4,4,3,5,4.79,2,4,4,4,4,1,3,1
171,2,2,68,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,5.38,1,4,2,4,5,4,3,3.32,1,3,4,1,4,2,2,5.48,2,4,4,4,4,4,4,4.99,2,3,3,4,4,3,3,1
172,2,1,21,2,1,1,3,1,2,2,2,2,2,2,2,3,1,1,3,6.89,1,3,3,1,1,4,3,2.31,1,4,5,5,2,4,1,5.48,2,3,4,1,3,1,4,4.4,1,2,5,3,2,3,4,1
173,4,2,61,1,3,1,1,1,1,1,2,1,2,1,2,2,2,1,2,5.55,1,1,4,4,4,1,4,2.81,1,1,4,3,4,5,5,4.65,2,3,3,2,4,3,2,4.4,2,5,4,4,3,3,1,1
174,2,2,60,1,1,1,1,1,1,2,1,1,3,1,2,1,2,2,1,6.25,1,4,4,4,2,1,2,3.04,1,3,3,5,4,4,3,4.34,2,3,2,3,3,4,3,5.18,1,3,4,3,5,4,3,1
175,2,2,73,2,1,2,1,1,1,1,2,1,2,1,2,4,1,2,4,5.19,1,4,5,4,3,2,1,2.36,1,5,4,4,5,4,3,5.62,1,3,5,4,3,2,2,4.32,2,3,4,3,4,5,2,1
176,2,2,28,1,2,1,2,2,2,1,1,1,1,2,2,4,1,2,3,4.57,1,4,2,4,4,3,4,3.59,1,5,5,4,4,3,4,4.9,2,3,4,1,5,5,5,4.27,1,3,3,3,2,4,3,1
177,4,1,27,2,1,2,1,2,1,1,2,1,2,2,2,4,3,2,2,4.43,1,4,2,3,4,2,4,2.27,1,3,4,4,4,3,4,5.29,1,2,5,5,2,4,4,5.22,1,4,5,2,4,2,2,1
178,1,1,68,2,1,2,1,2,2,1,1,1,3,2,2,1,2,2,3,5.67,1,3,3,5,4,5,2,2.37,1,3,4,3,4,4,1,5.17,2,4,4,4,4,4,4,5.03,2,5,2,4,1,2,4,1
179,1,2,24,1,3,1,3,1,1,1,2,2,2,2,1,1,1,1,2,5.98,1,4,5,5,4,4,3,2.96,1,3,3,3,4,3,1,5.52,2,5,4,4,5,3,3,4.19,2,4,3,5,4,4,3,1
180,1,2,38,1,3,1,1,2,1,1,1,2,2,1,2,2,1,1,2,5.15,1,4,4,3,3,2,3,2.49,2,3,4,2,4,3,3,5.24,1,3,4,4,5,3,3,4.06,2,1,4,3,5,3,4,1
181,4,2,66,1,2,1,1,1,2,1,1,2,3,1,2,2,1,1,3,6.58,1,4,5,2,4,4,3,2.83,2,2,2,1,3,3,3,5.09,1,3,3,4,3,4,3,4.92,1,4,5,5,4,4,5,1
182,2,1,63,1,3,1,1,1,2,1,1,2,1,2,1,1,1,1,2,5.64,1,2,3,4,4,3,3,3.7,1,3,4,3,5,5,2,5.05,1,1,3,5,2,2,2,4.51,1,5,5,1,4,3,3,1
183,2,2,70,1,2,3,1,1,1,1,2,1,2,1,2,2,1,2,4,5.42,1,1,3,4,4,3,2,3.64,2,3,2,4,3,5,3,5.3,2,2,4,4,4,5,4,4.88,2,3,4,5,3,4,2,1
184,2,1,28,1,2,1,1,1,1,2,2,2,1,2,2,2,3,2,2,5.35,1,4,2,1,3,4,1,3.18,1,4,4,3,4,3,2,4.88,2,5,4,3,3,3,2,4.99,1,3,4,4,5,5,3,1
185,4,2,19,1,1,1,2,1,1,2,1,1,2,2,2,4,1,2,3,6.62,1,4,3,1,3,3,3,2.44,1,3,4,1,4,3,4,5.28,1,3,5,3,4,2,4,4.68,2,4,5,3,4,3,5,1
186,1,1,30,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,5.52,1,3,3,2,3,5,2,3.77,1,1,1,3,2,5,5,5.55,1,4,2,5,5,2,4,4.19,2,4,2,3,2,3,5,1
187,4,1,42,1,2,4,1,2,2,1,2,2,1,2,1,2,1,1,3,4.88,1,5,1,3,5,5,5,2.9,1,2,5,3,3,5,2,6.31,1,4,1,3,5,4,2,5.32,2,5,4,4,4,3,4,1
188,2,2,40,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,4,5.11,1,4,5,1,3,3,3,2.37,1,3,5,3,3,3,4,5.01,2,3,5,5,3,2,5,4.82,2,4,4,1,4,4,2,1
189,2,2,37,2,2,1,1,1,2,2,1,1,2,2,2,3,2,2,3,5.42,1,3,5,3,4,3,3,2.86,1,3,4,5,4,4,3,4.89,1,5,4,3,4,5,3,4.01,1,4,1,5,4,5,5,1
190,4,2,21,1,3,4,2,1,2,1,1,2,3,2,2,3,1,2,2,5.97,1,5,3,2,4,4,2,3.14,1,4,4,2,4,1,3,5.31,2,4,4,3,3,4,4,5.46,2,4,5,3,3,5,5,1
191,4,1,52,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,3,5.39,1,4,3,3,3,5,4,3.38,1,3,4,1,4,3,1,4.26,1,3,4,4,4,3,3,4.34,2,5,4,5,3,1,3,1
192,1,1,27,1,2,1,1,2,2,1,2,2,3,2,2,3,1,2,1,5.79,1,4,4,1,5,5,3,3.19,1,3,3,3,3,4,3,5.77,2,4,5,3,4,5,4,4.64,1,1,2,2,5,5,3,1
193,2,2,69,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,4.08,1,5,4,3,2,5,3,2.16,1,4,4,3,3,3,3,5.23,2,3,1,2,5,4,3,4.43,1,3,5,4,2,2,2,1
194,2,2,18,1,2,1,2,2,2,1,1,1,2,2,2,3,2,1,1,5.81,1,2,4,2,2,2,3,2.08,1,4,4,4,4,3,2,5.27,1,4,5,3,4,4,3,4.31,1,4,2,4,3,1,3,1
195,2,2,37,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,6.26,1,5,5,2,4,5,4,2.97,2,2,4,1,4,3,5,4.32,1,4,4,3,5,5,2,5.09,1,5,3,3,5,3,4,1
196,2,1,36,1,3,1,1,2,1,1,2,1,1,2,2,3,1,2,2,5.75,1,4,5,4,4,2,3,2.43,1,5,3,3,4,4,4,4.64,1,5,2,1,5,1,1,4.76,1,4,2,4,4,5,3,1
197,2,1,56,1,2,1,1,3,2,1,1,2,2,2,2,3,1,2,3,4.56,1,1,4,1,3,3,3,3.53,1,4,4,4,4,2,2,3.44,1,5,4,1,3,1,5,4.29,1,4,4,5,4,4,4,1
198,2,2,56,1,3,1,1,2,1,1,1,1,2,1,2,2,3,2,3,4.81,1,5,4,1,4,3,2,3.69,2,4,4,5,4,3,3,5.28,2,3,5,1,3,4,4,4.29,1,2,5,3,5,4,3,1
199,2,1,49,1,3,4,1,2,1,1,2,2,1,2,1,3,2,1,3,5.72,1,5,3,3,4,3,3,2.89,1,4,4,4,5,4,3,4.44,2,4,5,2,4,4,1,4.94,1,3,2,1,3,4,5,1
200,2,2,49,2,2,1,1,2,1,2,2,2,2,1,2,4,1,2,4,5.3,1,5,1,2,3,5,1,2.72,1,3,4,4,1,3,5,5.61,1,2,4,5,3,4,3,4.19,1,3,5,4,4,1,3,1
201,1,1,56,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,5.05,1,5,5,4,4,3,3,3.38,1,4,4,4,3,3,2,5.63,2,5,5,4,3,2,4,4.78,1,5,4,5,4,4,3,1
202,1,2,54,1,1,4,1,3,1,1,2,1,2,2,2,1,2,1,2,4.81,2,4,5,5,4,3,2,3.13,1,4,5,2,2,5,2,4.45,2,3,4,1,4,2,1,4.54,2,5,4,4,4,1,2,1
203,2,2,59,1,2,1,3,1,2,1,1,1,2,2,2,2,1,2,2,5.59,1,2,3,5,4,4,4,2.24,1,3,4,5,4,5,3,3.96,2,4,4,4,4,3,3,4.19,1,3,5,2,4,4,4,1
204,2,1,65,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,4.61,1,3,5,3,4,2,3,2.8,1,5,5,3,3,4,2,4.8,2,3,4,3,4,5,3,4.87,2,2,4,1,3,5,3,1
205,1,1,48,1,1,1,1,2,2,1,2,1,3,2,2,4,1,1,4,5.5,1,4,5,3,3,1,3,4,1,5,3,3,4,2,3,4.6,1,4,4,3,3,3,3,5.19,2,4,3,3,2,4,3,1
206,2,2,39,2,2,1,1,2,2,1,2,2,3,2,2,4,1,1,2,6.01,1,5,2,2,2,5,4,2.47,1,3,5,5,3,5,3,5.19,2,5,4,3,4,3,1,4.61,1,2,4,4,4,5,1,1
207,2,1,70,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,3,5.83,2,2,4,3,3,3,4,2.72,1,4,4,3,3,3,3,4.06,1,2,4,5,4,5,4,4.52,1,3,5,4,4,4,3,1
208,3,1,38,2,3,1,1,2,2,2,2,2,3,1,1,3,1,1,3,6.21,1,4,5,3,3,2,2,2.72,1,3,3,4,3,3,3,4.75,1,4,5,3,5,5,1,5.44,2,2,5,4,3,3,2,1
209,4,1,45,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,5.45,1,5,1,2,3,5,3,3.72,1,1,5,3,3,3,3,5.52,2,2,5,1,3,4,3,4.57,2,3,4,4,3,4,3,1
210,1,1,64,1,2,1,1,2,1,1,1,2,3,2,1,1,3,2,2,5.11,1,5,5,4,1,3,1,3.19,1,4,4,4,3,3,5,4.67,1,2,4,1,4,3,3,4.65,1,4,4,2,1,3,3,1
211,1,1,31,2,1,1,2,1,1,1,2,2,2,2,1,2,3,1,1,5.39,1,4,3,4,2,5,2,2.52,1,2,4,3,3,1,4,4.87,1,5,3,2,3,2,3,4.65,2,3,3,4,4,1,3,1
212,3,1,42,1,1,4,1,2,1,2,2,2,2,1,2,2,1,2,2,5.68,1,2,3,3,4,3,3,3.49,1,2,5,5,4,3,2,5.33,1,5,4,1,3,3,5,4.84,2,4,3,5,2,3,4,1
213,2,1,50,1,2,4,1,1,1,1,1,1,2,2,2,3,2,2,1,6.11,1,3,3,3,3,1,3,3.68,1,4,1,4,4,5,3,4.35,2,3,4,3,5,5,3,4.28,1,4,3,4,4,5,4,1
214,2,2,54,1,2,3,1,1,1,2,2,2,2,1,1,3,3,2,3,5.71,1,3,1,4,2,2,3,2.61,1,5,3,4,4,5,1,4.6,2,4,5,4,4,1,2,4.76,2,4,4,3,5,1,3,1
215,4,1,29,1,2,3,1,2,2,1,2,2,1,1,2,1,1,2,1,5.05,1,3,5,2,3,5,5,3.17,1,3,4,1,5,4,3,6.06,1,3,4,5,4,4,4,4.53,1,4,5,4,3,3,4,1
216,2,2,37,1,1,1,1,2,1,1,1,2,2,1,2,3,3,2,2,5.74,1,3,4,4,3,5,3,2.79,1,5,5,3,4,3,3,5.55,2,3,4,4,1,2,3,4.92,1,5,2,3,3,4,3,1
217,1,1,24,3,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,5.23,1,3,3,2,4,4,2,3.59,1,3,5,3,5,4,4,4.7,2,3,4,1,4,2,1,4.3,2,4,2,4,4,2,3,1
218,2,1,45,1,2,2,1,2,2,1,2,1,1,1,1,4,1,2,3,4.72,1,4,3,1,4,1,3,2.98,1,3,2,4,5,5,2,4.32,2,2,5,4,3,4,3,4.76,1,4,4,4,3,3,4,1
219,2,2,50,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,2,4.94,1,3,5,2,5,5,3,2.94,2,4,4,2,3,3,3,6.23,1,4,5,4,5,1,3,4.34,1,5,2,3,3,4,3,1
220,2,2,58,2,2,1,3,2,1,2,1,1,1,1,2,2,1,2,1,6.08,1,3,5,4,3,5,1,3.01,1,4,3,3,4,4,2,4.47,2,1,5,1,1,3,3,4.12,2,5,5,3,3,3,2,1
221,3,1,64,1,2,1,1,1,1,2,2,2,2,2,1,4,2,1,2,5.59,1,4,3,4,4,3,3,3.28,1,4,3,2,4,3,4,5.16,1,3,4,2,4,2,4,4.83,1,4,2,2,1,4,2,1
222,4,2,39,1,3,1,1,2,1,1,2,1,3,2,1,1,2,2,3,5.14,1,2,4,2,3,5,4,2.56,1,4,5,3,1,3,3,4.98,2,4,5,1,5,5,3,5,1,4,4,4,2,4,1,1
223,1,2,40,1,2,1,1,3,1,1,2,1,3,1,2,2,1,1,2,5.63,1,5,4,3,4,3,3,3.12,1,3,5,4,3,5,1,5.16,1,5,5,5,3,4,4,5.06,1,4,4,1,4,3,3,1
224,2,2,40,1,2,1,1,1,1,2,2,2,2,1,2,1,3,2,2,5.49,1,4,2,4,3,3,3,3.15,1,3,5,3,3,5,3,3.71,1,4,5,3,3,4,2,3.93,1,3,3,5,4,4,3,1
225,3,1,40,2,3,4,1,2,1,1,2,1,3,2,2,2,3,2,2,6.08,1,3,5,3,2,3,5,3.29,1,3,5,4,5,4,5,5.18,1,5,5,5,5,4,3,4.39,1,1,3,3,4,2,3,1
226,1,1,58,3,2,1,1,2,2,1,2,2,3,1,2,2,1,1,1,5.8,1,5,4,2,3,5,3,3.96,1,2,4,2,4,5,3,5.19,1,3,4,3,2,1,4,4.13,2,1,4,4,1,3,3,1
227,2,1,37,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,4,6.84,1,5,4,3,2,4,2,2.58,1,5,5,3,2,5,4,4.99,1,5,4,5,4,4,3,4.47,1,4,5,4,3,3,4,1
228,1,2,61,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,3,4.58,1,4,4,4,3,3,3,3.21,1,3,3,4,4,2,1,4.44,1,2,3,4,4,5,1,5.01,2,5,4,3,4,3,3,1
229,2,2,27,1,3,4,1,2,1,2,1,2,1,2,2,1,3,2,2,5.36,1,5,5,3,3,4,1,3.95,1,2,4,4,5,1,2,4.64,1,4,5,2,2,4,2,4.76,1,4,3,4,1,4,3,1
230,2,2,20,1,2,3,3,3,1,2,2,2,3,2,2,1,1,2,3,5.53,1,3,1,3,4,4,3,3.11,1,3,5,4,4,5,4,4.85,1,3,3,4,3,5,4,5.29,1,4,3,2,3,5,2,1
231,2,2,26,1,2,1,1,1,2,1,2,1,3,2,1,2,1,2,2,5.46,1,2,3,5,4,4,2,3.36,1,3,4,4,4,5,4,5.13,2,4,5,5,3,3,2,4.25,2,4,3,3,3,3,2,1
232,1,1,44,1,2,1,1,1,1,1,1,2,2,1,2,4,1,1,2,5.25,1,5,4,3,3,2,2,3.15,1,2,4,4,4,4,5,5.83,1,5,5,3,4,5,5,5.68,1,1,5,4,1,5,3,1
233,1,1,28,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,5.57,1,5,4,1,4,2,5,3.29,1,3,5,2,5,3,4,4.93,1,3,4,2,5,4,3,4.91,1,3,4,4,3,3,3,1
234,4,1,56,1,1,4,1,2,2,2,2,1,2,1,1,4,1,2,2,5.9,1,3,3,1,3,5,1,3.85,1,3,5,3,2,5,4,6.04,2,3,3,4,4,5,4,4.72,1,3,4,4,3,3,2,1
235,2,1,34,1,3,4,1,2,1,1,2,1,2,1,2,1,2,1,3,5.2,1,2,4,2,2,5,5,2.48,2,3,5,3,2,1,3,4.83,1,3,4,2,3,1,2,4.86,1,3,5,3,1,3,3,1
